Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HGSH,"China HGS Real Estate, Inc.",1.0321,46496105,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
CIFS,China Internet Nationwide Financial Services Inc.,2.62,57939172.56,n/a,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs
CJJD,"China Jo-Jo Drugstores, Inc.",1.32,43476557.52,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,1.1223,28380555.18,n/a,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc
CHNR,"China Natural Resources, Inc.",1.8545,46197293.72,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,0.66,9073169.16,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
SXTC,"China SXT Pharmaceuticals, Inc.",5.22,123975000,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sxtc
CNTF,China TechFaith Wireless Communication Technology Limited,1,7258987,7258987,2005,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,2.3,117182334.3,n/a,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,1.26,30443464.8,24161480,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",1.49,24454689.07,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,17.31,91913088.06,5309826,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,4.45,247038732.9,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,27.55,570285000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,26,494000000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,26.25,441000000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,27.4,310145395,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,28.66,207276514.3,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",100.85,4054122298,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",19.89,335507006.3,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",2.25,59886031.5,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,19.35,847434662.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
CMCTP,CIM Commercial Trust Corporation,25.1,202826574,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp
CMPR,Cimpress N.V,90.4,2788346506,n/a,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,96.18,15699444857,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,1.92,68502236.16,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,217.14,22706517843,n/a,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",47.58,2813996011,n/a,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",55.95,2.46293E+11,n/a,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",18.51,224573222.9,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn
CTXR,"Citius Pharmaceuticals, Inc.",1.03,22738054.43,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr
CTXRW,"Citius Pharmaceuticals, Inc.",0.21,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw
CZNC,Citizens & Northern Corp,28.35,351342797.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",11.78,129462588.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,25.2,64185458.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,21.55,105692621.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",100.96,13336940988,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,79.38,1308499920,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",22,343276978,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",74,748880,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
CLAR,Clarus Corporation,13.42,399316206.5,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar
CLNE,Clean Energy Fuels Corp.,3.14,642602262.3,n/a,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne
CACG,ClearBridge All Cap Growth ETF,32.1215,99576650,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,30.3768,4557188.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,35.35,3535000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",14.74,201384601.4,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",2.1206,35266844,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",1.24,46618483.24,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,0.84,22425699.24,n/a,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir
CBLI,"Cleveland BioLabs, Inc.",1.42,16043499.38,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli
CLVS,"Clovis Oncology, Inc.",18.27,968310000,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
CLPS,CLPS Incorporation,9.04,124876941.8,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
CMFN,CM Finance Inc,7.19,97882553.33,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
CMFNL,CM Finance Inc,25.45,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl
CMSS,CM Seven Star Acquisition Corporation,4.99,131352229.1,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmss
CMSSR,CM Seven Star Acquisition Corporation,0.3,0,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssr
CMSSU,CM Seven Star Acquisition Corporation,7.5222,0,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssu
CMSSW,CM Seven Star Acquisition Corporation,0.17,0,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssw
CME,CME Group Inc.,178.9,64017392449,n/a,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,28.48,434021729,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CCB,Coastal Financial Corporation,15.95,195611741.1,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb
COKE,"Coca-Cola Consolidated, Inc.",325.03,3046730136,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
COCP,"Cocrystal Pharma, Inc.",2.55,80632647.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CODA,"Coda Octopus Group, Inc.",15.3,163274317.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",19.7,1074456301,n/a,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",1.01,17185923.66,n/a,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",21.16,200127471.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",5.08,28292292.92,n/a,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",55.23,2562840341,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,50.43,8641770733,n/a,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,72.96,41534409646,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",2.45,97892560.15,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",148.01,3600578438,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",15.92,1103872056,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",14.83,605314463.9,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",17.39,158622032.9,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",13.93,464871709.3,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,64.38,2456555192,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,"CollPlant Holdings, Ltd.",5.31,19987657.74,3764154,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",17.11,144492375.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",37.54,2761630100,n/a,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
CLBK,"Columbia Financial, Inc.",15.86,1838002316,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk
COLM,Columbia Sportswear Company,99.97,6832894916,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,39.36,919247801.3,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,43.53,1.97574E+11,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CCNI,"Command Center, Inc.",5.8,26850119.8,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni
CBSH,"Commerce Bancshares, Inc.",60.43,6714899717,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.48,2426637898,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CVGI,"Commercial Vehicle Group, Inc.",8.92,278958665.6,n/a,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",24.78,4794119595,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",2.86,26622370.06,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,7.88,174691554.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",10.19,75795767.5,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CTBI,"Community Trust Bancorp, Inc.",42.25,750683339.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10,84498860,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",52.6,2414161265,n/a,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,3.5,209657602,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",30.39,435646120.2,n/a,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",4.63,67056197.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
SCOR,"comScore, Inc.",12.55,746300182.5,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",2.42,9399505.06,n/a,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,23.53,567682403.5,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,0.86,28522004.92,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",10.28,241880720.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
BBCP,"Concrete Pumping Holdings, Inc. ",6.6,233624760.6,n/a,2017,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbcp
CDOR,"Condor Hospitality Trust, Inc.",9.78,116566108.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",2.48,168428401.4,n/a,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",4.68,39107484,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNFRL,"Conifer Holdings, Inc.",22.46,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNMD,CONMED Corporation,80.03,2259348538,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",68.57,826990130.7,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",21.83,773816283.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",25.87,824837501.9,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",5.16,372027692.4,n/a,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.66,190023688.2,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,10.34,191600200,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.1998,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.15,188079500,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.08,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
CNST,"Constellation Pharmaceuticals, Inc.",13.15,339365061.4,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst
ROAD,"Construction Partners, Inc.",13.1,673531508.9,n/a,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",3.52,77963022.72,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,0.512,40657692.67,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc.,0.1268,2599315.171,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,17.41,463396868.9,n/a,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
AWSM,Cool Holdings Inc.,2.55,21084754.05,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm
CPRT,"Copart, Inc.",67.32,15362821592,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.14,460210277.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,12.38,1421542562,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",36.35,1667414049,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CSOD,"Cornerstone OnDemand, Inc.",54.65,3257249027,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,2.39,95251463.91,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CLDB,Cortland Bancorp,22.05,95909209.2,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb
CRVL,CorVel Corp.,71.8,1338221252,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",4.23,124052787,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",496.25,18133757090,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,245.53,1.08004E+11,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.86,11066077.44,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.93,120296924.2,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,103.33,6337226833,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",19.53,358737058.9,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
CVET,"Covetrus, Inc.",32.87,3659709018,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvet
COWN,Cowen Inc.,16.75,495800000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,25.4,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,25.38,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,2.41,26896894.17,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.6004,21134781.57,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",52.08,418770905.3,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",168.74,4056741449,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",14.11,273489064.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,26.26,1079193250,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CREX,"Creative Realities, Inc.",2.21,21491865.46,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex
CREXW,"Creative Realities, Inc.",0.3498,0,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CACC,Credit Acceptance Corporation,496.22,9327482572,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,47.37,19137953.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,31.23,29947571.28,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.5046,34369861.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,6.623,21202825.84,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,19.72,896930892.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
UGLD,Credit Suisse AG,92.32,110002326.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,62.76,223627373.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,23.99,8204580,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,10.87,43742814.86,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
ZIV,Credit Suisse AG,75.45,110383350,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",66.09,6822090815,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRSA,Crescent Acquisition Corp,9.7,303125000,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsa
CRSAU,Crescent Acquisition Corp,10.03,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsau
CRSAW,Crescent Acquisition Corp,0.75,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsaw
CRESY,Cresud S.A.C.I.F. y A.,10,399053920,39905392,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRNX,"Crinetics Pharmaceuticals, Inc.",25.95,625277835.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx
CRSP,CRISPR Therapeutics AG,40.19,2101099722,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,19.78,1246131178,62999554,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",27.85,2005463322,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,17.16,5714629669,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",7.05,254811111,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",5.2,52637301.6,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",14.07,431613866.7,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",10.3,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",44.65,1491545931,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,3.04,142803185.3,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,13.17,52933575.18,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",59.95,903547455.8,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,79.63,64433702724,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,0.9798,56808142.64,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,3.09,11544085.5,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",44.05,21448663544,486916312,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",8.49,176033629.7,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",1.3,37156538.9,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,5.6,86505512.8,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,18.12,318245872.6,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.88,62323466.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",17.74,248617425.1,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,21.7,3038199315,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,3.66,23930500.08,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
